route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color,rating ,frequency ,ridership ,completion_time ,ontime_rate ,bunching
2452_57,2452,57,Umina Beach West to Woy Woy via Umina Beach & Woy Woy South,Central Coast Buses Network,700,00B5EF,FFFFFF,3,6,41952,52,78,10
2452_58,2452,58,Woy Woy to Woy Woy Bay & Phegans Bay (Loop Service),Central Coast Buses Network,700,00B5EF,FFFFFF,3,6,29148,50,72,15
2452_59,2452,59,"Wagstaffe to Woy Woy via Empire Bay, Booker Bay & Ettalong",Central Coast Buses Network,700,00B5EF,FFFFFF,3,4,21672,56,76,5
2452_63,2452,63,Gosford to Saratoga & Davistown via Green Pt & Erina Fair (Loop Service),Central Coast Buses Network,700,00B5EF,FFFFFF,3,6,12048,50,75,9
2452_64,2452,64,Woy Woy to Gosford via Empire Bay & Kincumber,Central Coast Buses Network,700,00B5EF,FFFFFF,3,4,25527,59,78,13
2452_65,2452,65,Wagstaffe to Gosford via Macmasters Beach & Kincumber,Central Coast Buses Network,700,00B5EF,FFFFFF,3,4,14249,52,72,5
2452_66A,2452,66A,Gosford to Avoca Beach & Copacabana via Kincumber & Green Pt (Loop Service),Central Coast Buses Network,700,00B5EF,FFFFFF,3,4,20667,55,74,13
2452_66C,2452,66C,Gosford to Copacabana & Avoca Beach via Kincumber & Green Pt (Loop Service),Central Coast Buses Network,700,00B5EF,FFFFFF,3,4,37319,55,74,13
2452_67,2452,67,Gosford to North Avoca via Terrigal (Loop Service),Central Coast Buses Network,700,00B5EF,FFFFFF,3,5,37055,48,74,5
2452_68,2452,68,Gosford to Wamberal via Terrigal (Loop Service),Central Coast Buses Network,700,00B5EF,FFFFFF,3,4,23700,59,78,5
2452_70,2452,70,"Ettalong Beach to Gosford via Pt Clare, Tascott & Woy Woy",Central Coast Buses Network,700,00B5EF,FFFFFF,3,5,22141,58,75,5
2452_78,2452,78,"Lake Haven to Tuggerah via Sparks Rd, Warnervale & Wadalba",Central Coast Buses Network,700,00B5EF,FFFFFF,3,5,12535,47,72,6
2452_79,2452,79,"Lake Haven to Tuggerah via Woongarrah, Hamlyn Terrace & Wattanobi",Central Coast Buses Network,700,00B5EF,FFFFFF,3,5,46188,46,76,12
2452_80,2452,80,Lake Haven to Tuggerah via Lake Haven Dr & Pacific Hwy,Central Coast Buses Network,700,00B5EF,FFFFFF,3,5,39646,52,72,5
2452_81,2452,81,"Lake Haven to Tuggerah via Kanwal, Wyongah & Wadalba",Central Coast Buses Network,700,00B5EF,FFFFFF,3,6,30413,55,79,14
2452_82,2452,82,"Lake Haven to Tuggerah via Wyongah, Tuggerawong & Tacoma",Central Coast Buses Network,700,00B5EF,FFFFFF,3,6,34307,49,79,7
2452_90,2452,90,Lake Haven to Toukley & Budgewoi (Loop Service),Central Coast Buses Network,700,00B5EF,FFFFFF,3,5,39231,52,75,8
2452_91,2452,91,Lake Haven to Norah Head via Toukley & Noraville (Loop Service),Central Coast Buses Network,700,00B5EF,FFFFFF,2,5,47555,55,61,6
2452_92,2452,92,Lake Haven to Budgewoi & Toukley (Loop Service),Central Coast Buses Network,700,00B5EF,FFFFFF,2,5,15227,59,65,8
2452_93,2452,93,Noraville to Tuggerah via Wyong & Toukley,Central Coast Buses Network,700,00B5EF,FFFFFF,2,6,47084,47,68,10
2452_94,2452,94,Budgewoi to Tuggerah via San Remo & Wyong,Central Coast Buses Network,700,00B5EF,FFFFFF,2,4,43499,53,64,12
2452_95,2452,95,Lake Haven to Morisset via Gwandalan & Mannering Park,Central Coast Buses Network,700,00B5EF,FFFFFF,2,5,37780,46,65,14
2452_95X,2452,95X,Lake Haven to Wyee via Gwandalan,Central Coast Buses Network,700,00B5EF,FFFFFF,2,6,12323,59,64,12
2452_96,2452,96,Budgewoi to Wyee via Blue Haven,Central Coast Buses Network,700,00B5EF,FFFFFF,2,6,41722,57,64,14
2452_97,2452,97,Lake Haven to Wyee and Mannering Park (Loop Service),Central Coast Buses Network,700,00B5EF,FFFFFF,2,5,39639,54,66,11
2452_98,2452,98,Lake Haven to Chain Valley Bay via Blue Haven (Loop Service),Central Coast Buses Network,700,00B5EF,FFFFFF,2,5,47204,47,67,12
2452_99,2452,99,"Lake Haven to Charlestown via Blue Haven, Gwandalan & Swansea",Central Coast Buses Network,700,00B5EF,FFFFFF,2,5,37994,53,67,7
2453_15,2453,15,Bay Village to Tuggerah,Central Coast Buses Network,700,00B5EF,FFFFFF,2,4,34823,59,67,8
2453_16,2453,16,The Entrance to Wyong,Central Coast Buses Network,700,00B5EF,FFFFFF,2,5,13539,48,65,11
2453_17,2453,17,The Entrance North to Gosford,Central Coast Buses Network,700,00B5EF,FFFFFF,2,5,29064,47,67,7
2453_18,2453,18,The Entrance to Gosford,Central Coast Buses Network,700,00B5EF,FFFFFF,2,5,42458,49,61,12
2453_19,2453,19,Wyong to Gosford,Central Coast Buses Network,700,00B5EF,FFFFFF,2,6,39423,46,66,11
2453_20,2453,20,Gosford to Matcham via Erina Fair (Loop Service),Central Coast Buses Network,700,00B5EF,FFFFFF,2,4,17694,49,66,15
2453_21,2453,21,The Entrance North to Gosford via Bateau Bay East,Central Coast Buses Network,700,00B5EF,FFFFFF,2,6,11941,48,67,6
2453_22,2453,22,The Entrance to Gosford via Killarney Vale,Central Coast Buses Network,700,00B5EF,FFFFFF,2,4,42791,56,61,14
2453_23,2453,23,The Entrance to Gosford via Bateau Bay West,Central Coast Buses Network,700,00B5EF,FFFFFF,2,4,32804,51,62,5
2453_24,2453,24,The Entrance to Wyong,Central Coast Buses Network,700,00B5EF,FFFFFF,2,4,30687,48,61,5
2453_25,2453,25,The Entrance to Wyong,Central Coast Buses Network,700,00B5EF,FFFFFF,2,4,15373,56,65,13
2453_26,2453,26,The Entrance to Wyong,Central Coast Buses Network,700,00B5EF,FFFFFF,1,3,24189,76,54,23
2453_28,2453,28,The Entrance to Gosford via Springfield,Central Coast Buses Network,700,00B5EF,FFFFFF,1,3,12672,78,50,17
2453_29,2453,29,Bay Village to Wyong Hospital via Lake Haven,Central Coast Buses Network,700,00B5EF,FFFFFF,1,5,20089,75,59,21
2453_30,2453,30,South Tacoma to Wyong (Loop Service),Central Coast Buses Network,700,00B5EF,FFFFFF,1,4,24041,80,54,25
2453_40,2453,40,North Gosford to Gosford (Loop Service),Central Coast Buses Network,700,00B5EF,FFFFFF,1,2,18738,80,55,19
2453_41,2453,41,West Gosford to Gosford (Loop Service),Central Coast Buses Network,700,00B5EF,FFFFFF,1,3,34036,78,51,19
2453_42,2453,42,Point Frederick to Gosford,Central Coast Buses Network,700,00B5EF,FFFFFF,1,3,32641,71,51,17
2453_43,2453,43,Springfield to Gosford,Central Coast Buses Network,700,00B5EF,FFFFFF,1,4,15947,77,59,21
2453_44,2453,44,Erina Fair to Gosford via Springfield,Central Coast Buses Network,700,00B5EF,FFFFFF,1,4,22653,67,53,23
2453_45,2453,45,Mingara to Bay Village via Bateau Bay West,Central Coast Buses Network,700,00B5EF,FFFFFF,1,4,31687,69,58,20
2453_47,2453,47,Ourimbah to Tuggerah,Central Coast Buses Network,700,00B5EF,FFFFFF,1,5,18603,66,51,23
2453_48,2453,48,Bay Village to Tumbi Umbi (Loop Service),Central Coast Buses Network,700,00B5EF,FFFFFF,1,2,17827,75,55,25
2450_260,2450,260,"Minmi to University of Newcastle via Fletcher, Maryland & Wallsend",Hunter Buses Network,700,00B5EF,FFFFFF,1,2,41641,76,55,21
2450_261,2450,261,University of Newcastle to Fletcher via Wallsend & Maryland,Hunter Buses Network,700,00B5EF,FFFFFF,1,5,41025,64,53,25
2450_262,2450,262,Cameron Park to Charlestown via Constitution Dr,Hunter Buses Network,700,00B5EF,FFFFFF,1,3,15127,77,53,17
2450_263,2450,263,Charlestown to Cameron Park,Hunter Buses Network,700,00B5EF,FFFFFF,1,5,40773,76,54,21
2450_266,2450,266,Newcastle to West Wallsend,Hunter Buses Network,700,00B5EF,FFFFFF,1,4,15336,71,56,19
2450_267,2450,267,Glendale to West Wallsend,Hunter Buses Network,700,00B5EF,FFFFFF,1,4,25359,68,59,23
2450_268,2450,268,Killingworth to Glendale,Hunter Buses Network,700,00B5EF,FFFFFF,1,2,29655,72,55,23
2450_269,2450,269,Charlestown to Toronto,Hunter Buses Network,700,00B5EF,FFFFFF,1,3,27788,64,59,17
2450_270,2450,270,University of Newcastle to Toronto West,Hunter Buses Network,700,00B5EF,FFFFFF,1,4,48496,69,53,16
2450_271,2450,271,Toronto to Glendale,Hunter Buses Network,700,00B5EF,FFFFFF,1,4,28170,78,59,22
2450_273,2450,273,Fassifern to Toronto,Hunter Buses Network,700,00B5EF,FFFFFF,1,3,37794,67,59,22
2450_274,2450,274,Toronto to Coal Point (Loop Service),Hunter Buses Network,700,00B5EF,FFFFFF,1,3,34262,68,51,24
2450_275,2450,275,Toronto to Wangi via Fishing Point & Rathmines,Hunter Buses Network,700,00B5EF,FFFFFF,1,3,43220,68,51,17
2450_278,2450,278,Morisset to Silverwater (Loop Service),Hunter Buses Network,700,00B5EF,FFFFFF,1,3,32047,72,57,24
2450_279,2450,279,Morisset to Sunshine (Loop Service),Hunter Buses Network,700,00B5EF,FFFFFF,1,3,38609,76,50,18
2450_280,2450,280,Cooranbong to Morisset,Hunter Buses Network,700,00B5EF,FFFFFF,1,4,27755,67,57,22
2450_281,2450,281,Lake Haven to Wangi Wangi,Hunter Buses Network,700,00B5EF,FFFFFF,1,3,13375,75,58,20
